mode,mode_label,selector_type,bucket,selectivity,selectivity_percent,selected_route,selected_L,threads,beamwidth,K,mem_L,PIPEANN_PQ_MMAP,PIPEANN_PQ_MMAP_DROP_CACHE,query_file,truthset,query_label_file,query_file_size_bytes,gt_file_size_bytes,query_file_size_kb,gt_file_size_kb,measured_peak_rss_kb,adjusted_rss_kb,adjusted_rss_mib,adjustment_formula,label_memory_counted,raw_jsonl_path,log_path,wall_s,recall@10,recall,avg_latency_us,latency_avg_ms,p99_latency_us,latency_p99_ms,qps,actual_route,mean_candidate_count,prefilter_count,graph_count,process_max_rss_kb,program_peak_rss_kb,status
pq_memory,PQ code resident in memory,intersect,u25,0.25,25.0,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u25.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,512008,120008,501,118,31324,30705,29.9853515625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_intersect_u25.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_intersect_u25.json,3.5846824645996094,99.730003,99.730003,3254.540039,3.254540039,3457.0,3.457,280.422821,prefilter,250000.0,1000,0,31064,31064,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",intersect,u25,0.25,25.0,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u25.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,512008,120008,501,118,15684,15065,14.7119140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_intersect_u25.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_intersect_u25.json,25.713425397872925,99.730003,99.730003,25393.90625,25.39390625,25911.0,25.911,38.9039,prefilter,250000.0,1000,0,15684,15684,ok
pq_memory,PQ code resident in memory,intersect,u30,0.3,30.0,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u30.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,512008,120008,501,118,31812,31193,30.4619140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_intersect_u30.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_intersect_u30.json,4.563882350921631,99.519997,99.519997,4117.361816,4.117361816,5473.0,5.473,220.82959,prefilter,300000.0,1000,0,31492,31492,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",intersect,u30,0.3,30.0,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u30.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,512008,120008,501,118,16128,15509,15.1455078125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_intersect_u30.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_intersect_u30.json,30.840452194213867,99.519997,99.519997,30452.328125,30.452328125,31074.0,31.074,32.444645,prefilter,300000.0,1000,0,16096,16096,ok
pq_memory,PQ code resident in memory,intersect,u50,0.5,50.0,graph,300,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u50.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,512008,120008,501,118,31248,30629,29.9111328125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_intersect_u50.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_intersect_u50.json,6.1588966846466064,98.599998,98.599998,5981.825195,5.981825195000001,6247.0,6.247,162.844742,graph,500000.0,0,1000,31184,31184,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",intersect,u50,0.5,50.0,graph,300,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u50.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,512008,120008,501,118,19780,19161,18.7119140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_intersect_u50.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_intersect_u50.json,26.962750673294067,98.580002,98.580002,26794.662109,26.794662109,38892.0,38.892,37.101578,graph,500000.0,0,1000,19780,19780,ok
pq_memory,PQ code resident in memory,intersect,u75,0.75,75.0,graph,200,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u75.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,512008,120008,501,118,30256,29637,28.9423828125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_intersect_u75.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_intersect_u75.json,4.213905334472656,98.550003,98.550003,4087.522949,4.087522949,4281.0,4.281,238.338837,graph,750000.0,0,1000,30192,30192,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",intersect,u75,0.75,75.0,graph,200,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u75.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,512008,120008,501,118,18824,18205,17.7783203125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_intersect_u75.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_intersect_u75.json,19.980782985687256,98.550003,98.550003,19864.771484,19.864771484000002,28063.0,28.063,50.07114,graph,750000.0,0,1000,18824,18824,ok
pq_memory,PQ code resident in memory,intersect,u100,1.0,100.0,graph,150,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u100.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,512008,120008,501,118,30072,29453,28.7626953125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_intersect_u100.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_intersect_u100.json,3.281306743621826,98.449997,98.449997,3167.144043,3.167144043,3348.0,3.348,306.436523,graph,1000000.0,0,1000,30040,30040,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",intersect,u100,1.0,100.0,graph,150,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_intersect_u100.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,512008,120008,501,118,18624,18005,17.5830078125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_intersect_u100.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_intersect_u100.json,16.233495473861694,98.440002,98.440002,16129.652344,16.129652344,22327.0,22.327,61.63586,graph,1000000.0,0,1000,18624,18624,ok
pq_memory,PQ code resident in memory,range,u1e-03,0.001,0.1,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u1e-03.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u1e-03.spmat,512008,120008,501,118,29380,28761,28.0869140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u1e-03.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u1e-03.json,0.15161466598510742,100.0,100.0,85.959,0.08595900000000001,93.0,0.093,7480.407715,prefilter,1000.0,1000,0,28916,28916,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u1e-03,0.001,0.1,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u1e-03.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u1e-03.spmat,512008,120008,501,118,13716,13097,12.7900390625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u1e-03.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u1e-03.json,0.21910715103149414,100.0,100.0,163.274994,0.16327499399999998,171.0,0.171,4740.865234,prefilter,1000.0,1000,0,13476,13476,ok
pq_memory,PQ code resident in memory,range,u3e-03,0.003,0.3,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u3e-03.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u3e-03.spmat,512008,120008,501,118,29532,28913,28.2353515625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u3e-03.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u3e-03.json,0.19898152351379395,99.949997,99.949997,127.322998,0.127322998,141.0,0.141,5501.098633,prefilter,3000.0,1000,0,28804,28804,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u3e-03,0.003,0.3,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u3e-03.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u3e-03.spmat,512008,120008,501,118,13748,13129,12.8212890625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u3e-03.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u3e-03.json,0.41512060165405273,99.949997,99.949997,352.243011,0.35224301100000005,363.0,0.363,2457.842285,prefilter,3000.0,1000,0,13528,13528,ok
pq_memory,PQ code resident in memory,range,u1e-02,0.01,1.0,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u1e-02.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u1e-02.spmat,512008,120008,501,118,29508,28889,28.2119140625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u1e-02.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u1e-02.json,0.3660008907318115,99.949997,99.949997,270.513,0.270513,297.0,0.297,2869.291748,prefilter,10000.0,1000,0,28796,28796,ok
pq_disk_no_cache,"PQ code on disk, no memory cache",range,u1e-02,0.01,1.0,prefilter,10,1,4,10,0,1,1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u1e-02.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u1e-02.spmat,512008,120008,501,118,13728,13109,12.8017578125,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_disk_no_cache_range_u1e-02.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_disk_no_cache_range_u1e-02.json,1.2369968891143799,99.949997,99.949997,1149.432007,1.1494320070000001,1182.0,1.182,814.168701,prefilter,10000.0,1000,0,13540,13540,ok
pq_memory,PQ code resident in memory,range,u5e-02,0.05,5.0,prefilter,10,1,4,10,0,0,0,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/data/sift_query_1000.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp4_intersect_range_selectivity/truth/gt_1m_range_u5e-02.bin,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_range_u5e-02.spmat,512008,120008,501,118,30012,29393,28.7041015625,measured_peak_rss_kb - ceil(query_file_bytes/1024) - ceil(gt_file_bytes/1024),True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/residency/pq_memory_range_u5e-02.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/residency/pq_memory_range_u5e-02.json,1.0234341621398926,99.839996,99.839996,854.442993,0.854442993,1082.0,1.082,1013.708374,prefilter,50000.0,1000,0,29776,29776,ok
